run_number,timestamp,run_type,target_type,comment,deadtime_fraction,total_events,run_time_seconds,beam_energy_MeV,beam_current_uA,momentum_RHRS_MeV,momentum_LHRS_MeV
4849,2019-03-13T10:12:38,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.08303,6098672,2156.76,2137.78,41.6484,1000.00,0.00
4848,2019-03-13T09:35:30,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.06740,6508571,2826.48,2137.52,41.3751,1000.00,0.00
4847,2019-03-13T08:47:03,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.05920,6041951,2939.04,2137.58,44.2227,1000.00,0.00
4846,2019-03-13T07:57:07,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.06584,6009528,2630.40,2137.66,43.7748,1000.00,0.00
4845,2019-03-13T07:12:22,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.06349,6223484,2816.76,2138.14,0.0559347,1000.00,0.00
4844,2019-03-13T06:24:33,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.05968,6275002,3038.82,2137.5,44.8217,1000.00,0.00
4843,2019-03-13T05:33:06,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07712,6364474,2392.08,2137.6,44.1399,1000.00,0.00
4842,2019-03-13T04:52:09,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07538,6483007,2480.82,2137.53,42.2128,1000.00,0.00
4841,2019-03-13T04:09:46,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07072,6116022,2492.10,2137.47,44.6189,1000.00,0.00
4840,2019-03-13T03:27:19,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07913,6340751,2333.70,2137.49,44.8472,1000.00,0.00
4839,2019-03-13T02:47:27,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07530,6181635,2427.84,2137.57,44.0626,1000.00,0.00
4838,2019-03-13T02:06:06,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07460,6002379,2368.26,2138.14,0.0559049,1000.00,0.00
4837,2019-03-13T01:25:40,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07776,6166411,2319.60,2137.42,44.1151,1000.00,0.00
4835,2019-03-13T00:41:54,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07669,6299093,2370.84,2137.46,44.5826,1000.00,0.00
4834,2019-03-13T00:01:31,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07818,6064631,2269.80,2137.5,42.1246,1000.00,0.00
4833,2019-03-12T23:21:23,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07696,6035569,2274.54,2137.47,40.8277,1000.00,0.00
4832,2019-03-12T22:42:26,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.06767,6091603,2616.54,2137.46,44.3877,1000.00,0.00
4831,2019-03-12T21:57:42,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07194,6016984,2426.22,2137.49,43.8149,1000.00,0.00
4830,2019-03-12T21:16:12,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.06769,6096924,2636.40,2137.49,43.7146,1000.00,0.00
4829,2019-03-12T20:31:21,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.06623,6031890,2644.74,0,42.1941,1000.00,0.00
4828,2019-03-12T19:45:56,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07182,6058751,2473.92,2137.45,41.3849,1000.00,0.00
4827,2019-03-12T19:03:41,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07670,6051034,2309.16,2137.46,44.3737,1000.00,0.00
4826,2019-03-12T18:23:59,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07192,6026602,2438.58,2138.14,44.3995,1000.00,0.00
4825,2019-03-12T17:42:17,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.02461,6020920,7058.94,2137.47,44.5432,1000.00,0.00
4824,2019-03-12T15:43:24,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.08227,3102333,1114.14,2137.51,41.708,1000.00,0.00
4823,2019-03-12T15:23:53,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.06975,3038001,1300.50,2137.51,41.4764,1000.00,0.00
4822,2019-03-12T14:56:53,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07819,3042777,1150.68,2137.56,11.0841,1000.00,0.00
4821,2019-03-12T14:36:18,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.06434,3016414,1392.54,2137.54,44.5379,1000.00,0.00
4820,2019-03-12T14:11:23,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07995,3158441,1169.10,2137.55,44.0191,1000.00,0.00
4819,2019-03-12T13:51:18,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.04579,3012330,1856.70,2137.53,45.6164,1000.00,0.00
4818,2019-03-12T13:19:17,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.06791,3011950,1269.78,2137.53,44.5479,1000.00,0.00
4817,2019-03-12T12:56:03,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07660,3006353,1134.00,2137.51,44.1083,1000.00,0.00
4816,2019-03-12T12:44:17,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07429,3030954,1171.26,2137.53,44.0727,1000.00,0.00
4815,2019-03-12T12:14:35,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07291,3015700,1187.76,2137.5,44.1369,1000.00,0.00
4814,2019-03-12T11:54:14,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.06491,3055821,1345.62,2137.52,44.3998,1000.00,0.00
4813,2019-03-12T11:30:05,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07182,3066562,1227.12,2137.5,44.2236,1000.00,0.00
4812,2019-03-12T11:08:05,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.06551,3040738,1327.56,2137.5,44.6762,1000.00,0.00
4811,2019-03-12T10:43:47,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07062,3019227,1228.38,2137.49,43.3859,1000.00,0.00
4810,2019-03-12T10:21:25,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07603,3013614,1139.70,2137.5,43.6468,1000.00,0.00
4809,2019-03-12T10:01:36,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.06920,3137320,1303.92,2137.5,42.0656,1000.00,0.00
4808,2019-03-12T09:35:59,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.06837,3082327,1292.10,2137.48,44.3353,1000.00,0.00
4806,2019-03-12T08:51:30,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.06335,2995393,1377.48,2137.41,45.1388,1000.00,0.00
4805,2019-03-12T08:27:23,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07597,3059434,1161.90,2137.52,43.8985,1000.00,0.00
4804,2019-03-12T08:07:07,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07891,3073115,1128.36,2137.49,44.2386,1000.00,0.00
4803,2019-03-12T07:46:50,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07272,3200481,1262.58,2137.48,41.7317,1000.00,0.00
4802,2019-03-12T07:24:53,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07383,3254119,1269.96,2137.5,44.5178,1000.00,0.00
4801,2019-03-12T06:58:14,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.08117,2376452,997.68,2138.14,0.0557465,1000.00,0.00
4800,2019-03-12T06:40:29,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.08125,3429235,1223.82,2137.47,43.7259,1000.00,0.00
4799,2019-03-12T06:19:06,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07670,3774246,1424.82,2137.49,44.2858,1000.00,0.00
4798,2019-03-12T05:54:33,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.08027,2770595,1022.64,2137.44,46.2848,1000.00,0.00
4797,2019-03-12T05:36:32,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07365,3457048,1348.26,2138.14,0.0560074,1000.00,0.00
4796,2019-03-12T05:12:52,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07077,3735572,1525.26,2137.45,44.2924,1000.00,0.00
4795,2019-03-12T04:46:24,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07492,3277468,1266.66,2138.14,0.0562428,1000.00,0.00
4794,2019-03-12T04:24:25,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07067,3261845,1336.02,2137.44,43.189,1000.00,0.00
4793,2019-03-12T04:01:06,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07118,3166462,1279.26,2137.53,45.8602,1000.00,0.00
4792,2019-03-12T03:38:56,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.06373,3688506,1655.40,2137.47,43.6841,1000.00,0.00
4791,2019-03-12T03:10:16,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07258,3576704,1422.78,2137.44,44.3671,1000.00,0.00
4790,2019-03-12T02:45:46,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.06979,3028459,1268.52,2137.47,43.8367,1000.00,0.00
4789,2019-03-12T02:23:24,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.06099,3132912,1461.36,2137.53,44.1842,1000.00,0.00
4788,2019-03-12T01:58:07,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.06630,3099277,1334.22,2137.49,43.4845,1000.00,0.00
4787,2019-03-12T01:35:02,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07518,3181821,1217.64,2137.48,43.8561,1000.00,0.00
4786,2019-03-12T01:13:33,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.06911,3626216,1506.06,2137.5,43.9042,1000.00,0.00
4785,2019-03-12T00:47:15,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07923,3152733,1151.70,2137.49,44.4153,1000.00,0.00
4784,2019-03-12T00:26:57,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07270,3123722,1235.82,2137.46,43.977,1000.00,0.00
4783,2019-03-12T00:05:41,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.06513,3739337,1642.74,2137.46,44.3337,1000.00,0.00
4782,2019-03-11T23:37:01,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.05672,3045824,1562.70,2137.44,42.0908,1000.00,0.00
4781,2019-03-11T23:09:53,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07812,3092125,1146.30,2137.43,43.2459,1000.00,0.00
4780,2019-03-11T22:49:39,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07117,1537911,616.32,2137.47,43.556,1000.00,0.00
4779,2019-03-11T22:37:38,Production,Tungsten 2.8%,comment,0.09489,162839,1426.02,2137.41,43.0324,1000.00,0.00
4778,2019-03-11T21:49:52,SciFi,Bogdan Wire,"Right SciFi test, V1 wire, x = 2.7, y = 1.8, raster 1.5",0.07098,32232,861.00,2137.88,1.38426,1000.00,0.00
4777,2019-03-11T20:50:02,Optics,Tungsten Wires,"Optics Tungsten wires, ps1=1 ps2=0 ps3=0 ps4=1 ps5=0 ps6=0 ps7=ps8=0",0.02269,151534,203.52,2138.14,0.0557989,1000.00,0.00
4776,2019-03-11T20:45:39,Optics,Tungsten Wires,"Optics Tungsten wires, ps1=1 ps2=0 ps3=0 ps4=1 ps5=0 ps6=0 ps7=ps8=0",0.02135,846990,1217.88,2138.14,0.055995,1000.00,0.00
4775,2019-03-11T20:24:19,Optics,Tungsten Wires,"Optics Tungsten wires, ps1=1 ps2=0 ps3=0 ps4=1 ps5=0 ps6=0 ps7=ps8=0",0.02105,1004193,1372.86,2137.54,5.35478,1000.00,0.00
4770,2019-03-11T18:55:15,Optics,Bogdan Wire,"Optics Bogdan Wire, ps1=1 ps2=0 ps3=0 ps4=1 ps5=0 ps6=0 ps7=ps8=0",0.01500,314872,606.90,2137.53,5.31764,1000.00,0.00
4769,2019-03-11T18:44:10,Optics,Bogdan Wire,"Optics Bogdan Wire, ps1=1 ps2=0 ps3=0 ps4=1 ps5=0 ps6=0 ps7=ps8=0",0.01434,1010641,2038.38,2137.55,5.43696,1000.00,0.00
4768,2019-03-11T18:03:58,Optics,Bogdan Wire,"Optics Bogdan Wire, ps1=1 ps2=0 ps3=0 ps4=1 ps5=0 ps6=0 ps7=ps8=0",0.02943,1009360,985.80,2137.58,5.42993,1000.00,0.00
4767,2019-03-11T17:40:20,Optics,Bogdan Wire,"Optics Bogdan Wire, ps1=1 ps2=0 ps3=0 ps4=1 ps5=0 ps6=0 ps7=ps8=0",0.04481,1021323,643.80,2137.53,5.39095,1000.00,0.00
4766,2019-03-11T17:28:24,Optics,Bogdan Wire,"Optics Bogdan Wire, ps1=1 ps2=0 ps3=0 ps4=1 ps5=0 ps6=0 ps7=ps8=0",0.03898,1017602,738.30,2137.6,5.40686,1000.00,0.00
4764,2019-03-11T14:24:15,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.08152,1641627,597.78,2138.14,0.0546325,1000.00,0.00
4763,2019-03-11T14:13:27,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07925,3324099,1230.78,2137.51,45.1902,1000.00,0.00
4762,2019-03-11T13:51:49,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07742,3280337,1242.36,2137.5,44.3685,1000.00,0.00
4761,2019-03-11T13:30:14,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07284,3195036,1275.90,2137.51,45.2627,1000.00,0.00
4760,2019-03-11T13:07:52,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07822,3420137,1280.10,2137.49,45.6838,1000.00,0.00
4759,2019-03-11T12:45:03,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07398,3068563,1213.32,2137.49,43.8357,1000.00,0.00
4758,2019-03-11T12:23:50,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07608,3000893,1167.78,2137.48,27.8972,1000.00,0.00
4757,2019-03-11T12:03:02,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07937,3094298,1140.90,2137.49,43.0157,1000.00,0.00
4756,2019-03-11T11:42:57,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07878,3062511,1126.62,2137.52,44.2298,1000.00,0.00
4755,2019-03-11T11:23:09,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.05745,3254708,1644.42,2137.51,43.6706,1000.00,0.00
4754,2019-03-11T10:54:40,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.06714,3107738,1328.88,2137.65,44.1936,1000.00,0.00
4753,2019-03-11T10:31:29,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07935,3169878,1163.28,2138.31,43.5031,1000.00,0.00
4752,2019-03-11T10:11:03,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07416,3457021,1360.56,2137.9,44.1465,1000.00,0.00
4751,2019-03-11T09:46:55,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.06878,3075004,1297.14,2137.96,44.3967,1000.00,0.00
4750,2019-03-11T09:24:08,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.07706,3187160,1204.98,2137.84,43.742,1000.00,0.00
4749,2019-03-11T09:02:49,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.04283,3317619,2200.32,2138.14,0.0546626,1000.00,0.00
4748,2019-03-11T08:25:00,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.04545,3019746,1889.82,2137.46,43.8238,1000.00,0.00
4747,2019-03-11T07:51:49,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.03879,3704021,2741.52,2137.44,34.4156,1000.00,0.00
4746,2019-03-11T07:04:55,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.04326,3478685,2319.66,2138.14,0.0549609,1000.00,0.00
4745,2019-03-11T05:16:40,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.03258,2133333,2133.18,2138.14,0.0547559,1000.00,0.00
4744,2019-03-11T04:39:54,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.04097,2929813,2178.54,2138.14,0.0548344,1000.00,0.00
4743,2019-03-11T04:02:50,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.04861,3452605,2078.94,2137.55,34.0712,1000.00,0.00
4742,2019-03-11T03:27:03,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.04817,3463931,2083.80,2138.14,0.0550857,1000.00,0.00
4741,2019-03-11T02:51:09,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.04296,3112677,2083.32,2137.51,34.4174,1000.00,0.00
4740,2019-03-11T02:14:57,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.04458,3240586,2121.18,2137.52,34.0819,1000.00,0.00
4739,2019-03-11T01:38:57,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.04233,3115572,2137.38,2137.52,33.9357,1000.00,0.00
4738,2019-03-11T01:02:10,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.04429,3487479,2278.26,2137.51,34.033,1000.00,0.00
4737,2019-03-11T00:23:10,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.04462,3990693,2616.36,2137.48,34.2021,1000.00,0.00
4736,2019-03-10T23:37:51,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.04561,3808821,2410.56,2137.51,33.492,1000.00,0.00
4735,2019-03-10T22:56:44,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.04364,3607165,2396.64,2137.54,33.8097,1000.00,0.00
4734,2019-03-10T22:15:52,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.04628,3309143,2065.62,2137.52,33.6496,1000.00,0.00
4733,2019-03-10T21:40:29,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.04500,3556770,2275.38,2137.51,34.1544,1000.00,0.00
4732,2019-03-10T21:01:43,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.04385,3505986,2311.80,2137.56,34.1526,1000.00,0.00
4731,2019-03-10T20:22:12,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.04883,3504589,2080.74,2137.52,34.1677,1000.00,0.00
4730,2019-03-10T19:46:29,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.04430,3149683,2056.14,2137.52,33.4034,1000.00,0.00
4729,2019-03-10T19:11:12,Production,Tungsten 2.8%,"Production run 2.8% Tungsten, ps1=ps2=30000 ps3=ps4=15000 ps5=1500 ps6=1 ps7=ps8=0",0.04334,3615830,2422.44,2137.56,33.6706,1000.00,0.00
