run-number rawfile-number n-CODA-events
4342 9 341744
4343 0 342016
4343 1 342016
4343 2 342016
4343 3 342016
4343 4 342016
4343 5 342016
4343 6 342016
4343 7 342016
4343 8 342016
4343 9 342016
4344 0 342041
4344 1 342041
4344 2 342041
4344 3 342041
4344 4 342041
4344 5 342041
4344 6 342041
4344 7 342041
4344 8 342041
4344 9 342041
4345 0 341747
4345 1 341747
4345 2 341747
4345 3 341747
4345 4 341747
4345 5 341747
4345 6 341747
4345 7 341747
4345 8 341747
4345 9 341747
4346 0 341801
4346 1 341801
4346 2 341801
4346 3 341801
4346 4 341801
4346 5 341801
4346 6 341801
4346 7 341801
4346 8 341801
4346 9 341801
4347 0 341839
4347 1 341839
4348 0 46207
4349 0 68274
4350 0 380345
4350 1 380345
4350 2 380345
4350 3 380345
4350 4 380345
4350 5 380345
4350 6 380345
4350 7 380345
4350 8 380345
4350 9 380345
4351 0 3027
4353 0 114830
4353 1 114830
4354 0 349532
4354 1 349532
4354 2 349532
4354 3 349532
4355 0 3
4356 0 7
4358 0 391082
4358 1 391082
4359 0 350268
4359 1 350268
4359 2 350268
4359 3 350268
4359 4 350268
4359 5 350268
4359 6 350268
4359 7 350268
4359 8 350268
4360 0 346371
4360 1 346371
4360 2 346371
4360 3 346371
4360 4 346371
4360 5 346371
4360 6 346371
4360 7 346371
4360 8 346371
4361 0 346753
4361 1 346753
4361 2 346753
4361 3 346753
4361 4 346753
4361 5 346753
4361 6 346753
4361 7 346753
4361 8 346753
4361 9 346753
4362 0 346553
4362 1 346553
4362 2 346553
4362 3 346553
4362 4 346553
4362 5 346553
4362 6 346553
4362 7 346553
4362 8 346553
4363 0 346563
4363 1 346563
4363 2 346563
4363 3 346563
4363 4 346563
4363 5 346563
4363 6 346563
4363 7 346563
4364 0 152681
4365 0 21195
4366 0 41
4367 0 4386
4368 0 109877
4368 1 109877
4368 2 109877
4368 3 109877
4368 4 109877
4368 5 109877
4368 6 109877
4368 7 109877
4368 8 109877
4368 9 109877
4368 10 109877
4368 11 109877
4368 12 109877
4368 13 109877
4368 14 109877
4368 15 109877
4368 16 109877
4368 17 109877
4368 18 109877
4368 19 109877
4368 20 109877
4368 21 109877
4368 22 109877
4369 0 110022
4369 1 110022
4369 2 110022
4369 3 110022
4369 4 110022
4369 5 110022
4369 6 110022
4369 7 110022
4369 8 110022
4369 9 110022
4369 10 110022
4369 11 110022
4369 12 110022
4369 13 110022
4369 14 110022
4369 15 110022
4369 16 110022
4369 17 110022
4369 18 110022
4369 19 110022
4369 20 110022
4370 0 126
4371 0 113409
4371 1 113409
4371 2 113409
4371 3 113409
4371 4 113409
4371 5 113409
4371 6 113409
4372 0 113664
4372 1 113664
4373 0 345239
4373 1 345239
4373 2 345239
4373 3 345239
4373 4 345239
4373 5 345239
4373 6 345239
4373 7 345239
4373 8 345239
4374 0 345292
4374 1 345292
4374 2 345292
4374 3 345292
4374 4 345292
4374 5 345292
4374 6 345292
4374 7 345292
4374 8 345292
4374 9 345292
4374 10 345292
4374 11 345292
4375 0 346739
4375 1 346739
4375 2 346739
4375 3 346739
4375 4 346739
4375 5 346739
4375 6 346739
4375 7 346739
4375 8 346739
4376 0 347000
4376 1 347000
4376 2 347000
4376 3 347000
4376 4 347000
4376 5 347000
4376 6 347000
4376 7 347000
4376 8 347000
4377 0 345342
4377 1 345342
4377 2 345342
4377 3 345342
4377 4 345342
4377 5 345342
4377 6 345342
4377 7 345342
4377 8 345342
4378 0 345334
4378 1 345334
4378 2 345334
4378 3 345334
4378 4 345334
4378 5 345334
4378 6 345334
4378 7 345334
4378 8 345334
4378 9 345334
4379 0 344671
4379 1 344671
4379 2 344671
4379 3 344671
4379 4 344671
4379 5 344671
4379 6 344671
4379 7 344671
4380 0 344393
4380 1 344393
4380 2 344393
4380 3 344393
4380 4 344393
4380 5 344393
4380 6 344393
4380 7 344393
4380 8 344393
4380 9 344393
4380 10 344393
4380 11 344393
4381 0 344468
4381 1 344468
4381 2 344468
4381 3 344468
4381 4 344468
4381 5 344468
4381 6 344468
4381 7 344468
4381 8 344468
4382 0 344327
4382 1 344327
4382 2 344327
4382 3 344327
4382 4 344327
4382 5 344327
4382 6 344327
4382 7 344327
4382 8 344327
4383 0 344300
4383 1 344300
4383 2 344300
4383 3 344300
4383 4 344300
4383 5 344300
4383 6 344300
4383 7 344300
4383 8 344300
4383 9 344300
4383 10 344300
4383 11 344300
4383 12 344300
4383 13 344300
4384 0 344517
4384 1 344517
4384 2 344517
4384 3 344517
4384 4 344517
4384 5 344517
4384 6 344517
4384 7 344517
4384 8 344517
4385 0 344442
4385 1 344442
4385 2 344442
4385 3 344442
4385 4 344442
4385 5 344442
4385 6 344442
4385 7 344442
4385 8 344442
4386 0 344281
4386 1 344281
4386 2 344281
4386 3 344281
4386 4 344281
4386 5 344281
4386 6 344281
4386 7 344281
4386 8 344281
4387 0 344380
4387 1 344380
4387 2 344380
4387 3 344380
4387 4 344380
4387 5 344380
4387 6 344380
4387 7 344380
4387 8 344380
4388 0 344246
4388 1 344246
4388 2 344246
4388 3 344246
4388 4 344246
4388 5 344246
4388 6 344246
4388 7 344246
4388 8 344246
4388 9 344246
4389 0 344361
4389 1 344361
4389 2 344361
4389 3 344361
4389 4 344361
4389 5 344361
4389 6 344361
4389 7 344361
4389 8 344361
4389 9 344361
4390 0 344507
4390 1 344507
4390 2 344507
4390 3 344507
4390 4 344507
4390 5 344507
4390 6 344507
4390 7 344507
4390 8 344507
4390 9 344507
4391 0 344376
4391 1 344376
4391 2 344376
4391 3 344376
4391 4 344376
4391 5 344376
4391 6 344376
4391 7 344376
4391 8 344376
4391 9 344376
4392 0 344300
4392 1 344300
4392 2 344300
4392 3 344300
4392 4 344300
4392 5 344300
4392 6 344300
4392 7 344300
4392 8 344300
4393 0 344403
4393 1 344403
4393 2 344403
4393 3 344403
4393 4 344403
4393 5 344403
4393 6 344403
4393 7 344403
4393 8 344403
4393 9 344403
4394 0 344385
4394 1 344385
4394 2 344385
4394 3 344385
4394 4 344385
4394 5 344385
4394 6 344385
4394 7 344385
4394 8 344385
4394 9 344385
4396 0 344378
4396 1 344378
4396 2 344378
4396 3 344378
4396 4 344378
4396 5 344378
4396 6 344378
4396 7 344378
4396 8 344378
4396 9 344378
4397 0 344370
4397 1 344370
4397 2 344370
4397 3 344370
4397 4 344370
4397 5 344370
4397 6 344370
4397 7 344370
4397 8 344370
4397 9 344370
4398 0 344550
4398 1 344550
4398 2 344550
4398 3 344550
4398 4 344550
4398 5 344550
4398 6 344550
4398 7 344550
4398 8 344550
4399 0 344500
4399 1 344500
4399 2 344500
4399 3 344500
4399 4 344500
4399 5 344500
4399 6 344500
4399 7 344500
4399 8 344500
4400 0 344621
4400 1 344621
4400 2 344621
4400 3 344621
4400 4 344621
4400 5 344621
4400 6 344621
4400 7 344621
4400 8 344621
4400 9 344621
4400 10 344621
4401 0 344592
4401 1 344592
4401 2 344592
4401 3 344592
4401 4 344592
4401 5 344592
4401 6 344592
4401 7 344592
4401 8 344592
4402 0 344805
4402 1 344805
4402 2 344805
4402 3 344805
4402 4 344805
4402 5 344805
4402 6 344805
4402 7 344805
4402 8 344805
4402 9 344805
4403 0 344400
4403 1 344400
4403 2 344400
4403 3 344400
4403 4 344400
4403 5 344400
4403 6 344400
4403 7 344400
4403 8 344400
4403 9 344400
4404 0 344356
4404 1 344356
4404 2 344356
4404 3 344356
4404 4 344356
4404 5 344356
4404 6 344356
4404 7 344356
4404 8 344356
4405 0 344434
4405 1 344434
4405 2 344434
4405 3 344434
4405 4 344434
4405 5 344434
4405 6 344434
4405 7 344434
4405 8 344434
4406 0 344375
4406 1 344375
4406 2 344375
4406 3 344375
4406 4 344375
4406 5 344375
4406 6 344375
4406 7 344375
4406 8 344375
4406 9 344375
4407 0 344939
4407 1 344939
4407 2 344939
4407 3 344939
4407 4 344939
4407 5 344939
4407 6 344939
4407 7 344939
4407 8 344939
4407 9 344939
4408 0 344410
4408 1 344410
4408 2 344410
4408 3 344410
4408 4 344410
4409 0 22748
4410 0 10
4411 0 29
4412 0 95
4413 0 133874
4414 0 1
4415 0 113661
4415 1 113661
4415 2 113661
4416 0 74793
4417 0 418488
4418 0 64
4419 0 27837
4420 0 77773
4421 0 43668
4422 0 43105
4423 0 195778
4424 0 344158
4424 1 344158
4424 2 344158
4424 3 344158
4424 4 344158
4424 5 344158
4424 6 344158
4424 7 344158
4424 8 344158
4424 9 344158
4425 0 344164
4425 1 344164
4425 2 344164
4425 3 344164
4425 4 344164
4425 5 344164
4425 6 344164
4425 7 344164
4425 8 344164
4426 0 344865
4426 1 344865
4426 2 344865
4426 3 344865
4426 4 344865
4426 5 344865
4426 6 344865
4426 7 344865
4426 8 344865
4427 0 344358
4427 1 344358
4427 2 344358
4427 3 344358
4427 4 344358
4427 5 344358
4427 6 344358
4427 7 344358
4427 8 344358
4428 0 344190
4428 1 344190
4428 2 344190
4428 3 344190
4428 4 344190
4428 5 344190
4428 6 344190
4428 7 344190
4428 8 344190
4429 0 344212
4429 1 344212
4429 2 344212
4429 3 344212
4429 4 344212
4429 5 344212
4429 6 344212
4429 7 344212
4429 8 344212
4430 0 344467
4430 1 344467
4430 2 344467
4430 3 344467
4430 4 344467
4430 5 344467
4430 6 344467
4430 7 344467
4430 8 344467
4431 0 344230
4431 1 344230
4431 2 344230
4431 3 344230
4431 4 344230
4431 5 344230
4431 6 344230
4431 7 344230
4431 8 344230
4432 0 344246
4432 1 344246
4432 2 344246
4432 3 344246
4432 4 344246
4432 5 344246
4432 6 344246
4432 7 344246
4432 8 344246
4433 0 344369
4433 1 344369
4433 2 344369
4433 3 344369
4433 4 344369
4433 5 344369
4433 6 344369
4433 7 344369
4433 8 344369
4434 0 344145
4434 1 344145
4434 2 344145
4434 3 344145
4434 4 344145
4434 5 344145
4434 6 344145
4434 7 344145
4434 8 344145
4435 0 344135
4435 1 344135
4435 2 344135
4435 3 344135
4435 4 344135
4435 5 344135
4435 6 344135
4435 7 344135
4435 8 344135
4436 0 344193
4436 1 344193
4436 2 344193
4436 3 344193
4436 4 344193
4436 5 344193
4436 6 344193
4436 7 344193
4436 8 344193
4437 0 344202
4437 1 344202
4437 2 344202
4437 3 344202
4437 4 344202
4437 5 344202
4437 6 344202
4437 7 344202
4437 8 344202
4438 0 344209
4438 1 344209
4438 2 344209
4438 3 344209
4438 4 344209
4438 5 344209
4438 6 344209
4438 7 344209
4438 8 344209
4439 0 344191
4439 1 344191
4439 2 344191
4439 3 344191
4439 4 344191
4439 5 344191
4439 6 344191
4439 7 344191
4439 8 344191
4440 0 344153
4440 1 344153
4440 2 344153
4440 3 344153
4440 4 344153
4440 5 344153
4440 6 344153
4440 7 344153
4440 8 344153
4441 0 344396
4441 1 344396
4441 2 344396
4441 3 344396
4441 4 344396
4441 5 344396
4441 6 344396
4441 7 344396
4441 8 344396
4442 0 344533
4442 1 344533
4442 2 344533
4442 3 344533
4442 4 344533
4442 5 344533
4442 6 344533
4442 7 344533
4442 8 344533
4442 9 344533
4442 10 344533
4443 0 344207
4443 1 344207
4443 2 344207
4443 3 344207
4443 4 344207
4443 5 344207
4443 6 344207
4443 7 344207
4443 8 344207
4443 9 344207
4444 0 344386
4444 1 344386
4444 2 344386
4444 3 344386
4444 4 344386
4444 5 344386
4444 6 344386
4444 7 344386
4444 8 344386
4445 0 344555
4445 1 344555
4445 2 344555
4445 3 344555
4445 4 344555
4445 5 344555
4445 6 344555
4445 7 344555
4445 8 344555
4445 9 344555
4446 0 344390
4446 1 344390
4446 2 344390
4446 3 344390
4446 4 344390
4446 5 344390
4446 6 344390
4446 7 344390
4446 8 344390
4447 0 344473
4447 1 344473
4447 2 344473
4447 3 344473
4447 4 344473
4447 5 344473
4447 6 344473
4447 7 344473
4447 8 344473
4448 0 344227
4448 1 344227
4448 2 344227
4448 3 344227
4448 4 344227
4448 5 344227
4448 6 344227
4448 7 344227
4448 8 344227
4449 0 344455
4449 1 344455
4449 2 344455
4449 3 344455
4449 4 344455
4449 5 344455
4449 6 344455
4449 7 344455
4449 8 344455
4449 9 344455
4449 10 344455
4450 0 344228
4450 1 344228
4450 2 344228
4450 3 344228
4450 4 344228
4450 5 344228
4450 6 344228
4450 7 344228
4450 8 344228
4451 0 344237
4451 1 344237
4451 2 344237
4451 3 344237
4451 4 344237
4451 5 344237
4451 6 344237
4451 7 344237
4451 8 344237
4451 9 344237
4451 10 344237
4452 0 344225
4452 1 344225
4452 2 344225
4452 3 344225
4452 4 344225
4452 5 344225
4452 6 344225
4452 7 344225
4452 8 344225
4452 9 344225
4452 10 344225
4453 0 344567
4453 1 344567
4453 2 344567
4453 3 344567
4453 4 344567
4453 5 344567
4453 6 344567
4453 7 344567
4453 8 344567
4454 0 344272
4454 1 344272
4454 2 344272
4454 3 344272
4454 4 344272
4454 5 344272
4454 6 344272
4454 7 344272
4454 8 344272
4455 0 344329
4455 1 344329
4455 2 344329
4455 3 344329
4455 4 344329
4455 5 344329
4455 6 344329
4455 7 344329
4455 8 344329
4455 9 344329
4456 0 344297
4456 1 344297
4456 2 344297
4456 3 344297
4456 4 344297
4456 5 344297
4456 6 344297
4456 7 344297
4456 8 344297
4457 0 344342
4457 1 344342
4457 2 344342
4457 3 344342
4457 4 344342
4457 5 344342
4457 6 344342
4457 7 344342
4457 8 344342
4457 9 344342
4458 0 344490
4458 1 344490
4458 2 344490
4458 3 344490
4458 4 344490
4458 5 344490
4458 6 344490
4458 7 344490
4458 8 344490
4458 9 344490
4459 0 344661
4459 1 344661
4459 2 344661
4459 3 344661
4459 4 344661
4459 5 344661
4459 6 344661
4459 7 344661
4459 8 344661
4460 0 344705
4460 1 344705
4460 2 344705
4460 3 344705
4460 4 344705
4460 5 344705
4460 6 344705
4460 7 344705
4460 8 344705
4461 0 344521
4461 1 344521
4461 2 344521
4461 3 344521
4461 4 344521
4461 5 344521
4461 6 344521
4461 7 344521
4461 8 344521
4462 0 344850
4462 1 344850
4462 2 344850
4462 3 344850
4462 4 344850
4462 5 344850
4462 6 344850
4462 7 344850
4462 8 344850
4462 9 344850
4463 0 344467
4463 1 344467
4463 2 344467
4463 3 344467
4463 4 344467
4463 5 344467
4463 6 344467
4463 7 344467
4463 8 344467
4463 9 344467
4464 0 344741
4464 1 344741
4464 2 344741
4464 3 344741
4464 4 344741
4464 5 344741
4464 6 344741
4464 7 344741
4464 8 344741
4465 0 344424
4465 1 344424
4465 2 344424
4465 3 344424
4465 4 344424
4465 5 344424
4465 6 344424
4465 7 344424
4465 8 344424
4466 0 344387
4466 1 344387
4466 2 344387
4466 3 344387
4466 4 344387
4466 5 344387
4466 6 344387
4466 7 344387
4466 8 344387
4466 9 344387
4467 0 344433
4467 1 344433
4467 2 344433
4467 3 344433
4467 4 344433
4467 5 344433
4467 6 344433
4467 7 344433
4467 8 344433
4468 0 349852
4468 1 349852
4468 2 349852
4468 3 349852
4468 4 349852
4468 5 349852
4468 6 349852
4468 7 349852
4468 8 349852
4469 0 346619
4469 1 346619
4469 2 346619
4469 3 346619
4469 4 346619
4469 5 346619
4469 6 346619
4469 7 346619
4469 8 346619
4470 0 225
4471 0 15
4472 0 176
4473 0 3009280
4474 0 3005099
4475 0 3010278
4476 0 3005290
4477 0 1493450
4478 0 109
4479 0 1859213
4480 0 845
4481 0 1006917
4482 0 1011651
4483 0 430488
4484 0 682234
4485 0 94319
4486 0 820969
4487 0 3348547
4488 0 767178
4489 0 58
4490 0 13
4492 0 12
4493 0 11
4494 0 6791
4495 0 3003721
4496 0 3004100
4497 0 3092381
4498 0 3003736
4499 0 6032633
4500 0 3004875
4501 0 3046987
4502 0 3173067
4503 0 3005976
4504 0 3006965
4505 0 3010122
4506 0 3004153
4507 0 3114101
4508 0 3011345
4509 0 3004013
4510 0 3404065
4511 0 3295202
4512 0 3964775
4513 0 3155300
4514 0 3036854
4515 0 3118078
4516 0 3407487
4517 0 3026765
4518 0 2993482
4519 0 3007242
4520 0 3006981
4521 0 248813
4522 0 3122068
4523 0 3003959
4524 0 3088240
4525 0 3327524
4526 0 3113291
4527 0 3360695
4528 0 3006846
4529 0 3186827
4530 0 3015616
4531 0 3031804
4532 0 3006359
4533 0 3005561
4534 0 3013919
4535 0 3028949
4536 0 265846
4537 0 81371
4538 0 60223
4539 0 82352
4540 0 89376
4541 0 92257
4542 0 36793
4543 0 6807
4544 0 128608
4545 0 202194
4546 0 6003
4547 0 3143403
4548 0 3018581
4549 0 3004862
4550 0 3004655
4551 0 3013132
4552 0 793654
4553 0 3245702
4554 0 3160681
4555 0 3015182
4556 0 3014581
4557 0 3006827
4558 0 3005787
4559 0 3003525
4560 0 2918835
4561 0 2997917
4562 0 3003837
4563 0 3022415
4564 0 3001908
4565 0 2963989
4566 0 3002157
4567 0 3000513
4568 0 3006040
4569 0 3004777
4570 0 3004567
4571 0 3005054
4572 0 3007200
4573 0 3011593
4574 0 3003225
4575 0 770886
4576 0 67823
4577 0 3007820
4578 0 3013486
4579 0 3010163
4580 0 3097188
4581 0 3177493
4582 0 3001240
4583 0 3272823
4584 0 3006535
4585 0 450
4586 0 202
4587 0 58
4589 0 11
4590 0 21
4591 0 45
4592 0 10
4593 0 10
4594 0 161659
4595 0 1593129
4596 0 57
4597 0 10
4598 0 16590
4599 0 186241
4600 0 1411963
4601 0 3155539
4602 0 3007602
4603 0 125804
4604 0 3005010
4605 0 2660919
4606 0 158715
4607 0 3009305
4608 0 3029189
4609 0 3034437
4610 0 3008942
4611 0 3007945
4612 0 3010962
4613 0 3024405
4614 0 1822022
4615 0 3022053
4616 0 3026583
4617 0 3061175
4618 0 2208671
4619 0 11
4620 0 144372
4621 0 452303
4622 0 4622010
4623 0 533807
4624 0 688564
4625 0 8333
4626 0 64044
4627 0 136531
4628 0 23014
4629 0 2480
4630 0 2991
4631 0 5327
4632 0 7747
4633 0 143928
4634 0 64382
4635 0 1121
4636 0 770
4637 0 17205
4638 0 145568
4639 0 57933
4640 0 17163
4641 0 8609
4642 0 125803
4643 0 96449
4644 0 49635
4645 0 10122
4646 0 568622
4647 0 1011949
4648 0 1119332
4649 0 588459
4650 0 1012452
4651 0 3261729
4652 0 3115018
4653 0 3172465
4654 0 3168344
4655 0 243404
4656 0 257037
4657 0 305806
4658 0 124076
4659 0 2878026
4660 0 3191695
4661 0 48801
4662 0 317108
4663 0 461835
4664 0 630909
4665 0 1760883
4666 0 3034127
4667 0 3138285
4668 0 1117961
4669 0 5134450
4670 0 3076003
4671 0 3010590
4672 0 3013324
4673 0 3018617
4674 0 3051440
4675 0 3045004
4676 0 3008036
4677 0 3004051
4678 0 2832235
4679 0 3102712
4680 0 3054015
4681 0 3020415
4682 0 3011665
4683 0 3240844
4684 0 3019138
4685 0 3265363
4686 0 2418695
4687 0 3250054
4688 0 4016025
4689 0 3083248
4690 0 3289565
4691 0 3192202
4692 0 3065977
4693 0 3248827
4694 0 2515550
4695 0 3604159
4696 0 4018073
4697 0 3108213
4698 0 4019747
4699 0 3684640
4700 0 3205290
4701 0 3088746
4702 0 3559142
4703 0 4029980
4704 0 3128182
4705 0 3333820
4706 0 3228385
4707 0 3066048
4708 0 3026985
4709 0 3335805
4710 0 3731989
4711 0 3194250
4712 0 3307622
4713 0 3070397
4714 0 3127886
4715 0 3091232
4716 0 4082752
4717 0 4190184
4718 0 3962500
4719 0 4067480
4720 0 3427932
4721 0 9317
4722 0 15769
4723 0 1979
4724 0 76266
4725 0 1391825
4726 0 1313055
4727 0 3424665
4728 0 3707256
4729 0 3616555
4730 0 3150304
4731 0 3505211
4732 0 3506678
4733 0 3557450
4734 0 3309760
4735 0 3607886
4736 0 3809547
4737 0 3991481
4738 0 3488162
4739 0 3116214
4740 0 3241228
4741 0 3113304
4742 0 3464557
4743 0 3453231
4744 0 2930468
4745 0 2133976
4746 0 3479383
4747 0 3704847
4748 0 3020312
4749 0 3318275
4750 0 3187517
4751 0 3075398
4752 0 3457433
4753 0 3170232
4754 0 3108142
4755 0 3255206
4756 0 3062853
4757 0 3094646
4758 0 3001247
4759 0 3068932
4760 0 3420524
4761 0 3195424
4762 0 3280705
4763 0 3324473
4764 0 1641813
4766 0 1017780
4767 0 1021518
4768 0 1009653
4769 0 1011256
4770 0 315060
4771 0 3153573
4772 0 3146654
4773 0 3213691
4774 0 3055256
4775 0 1004600
4776 0 847358
4777 0 151603
4778 0 32450
4779 0 163262
4780 0 1538100
4781 0 3092474
4782 0 3046294
4783 0 3739835
4784 0 3124097
4785 0 3153083
4786 0 3626673
4787 0 3182190
4788 0 3099678
4789 0 3133355
4790 0 3028844
4791 0 3577134
4792 0 3689008
4793 0 3166851
4794 0 3262251
4795 0 3277850
4796 0 3736035
4797 0 3457457
4798 0 2770907
4799 0 3774678
4800 0 3429608
4801 0 2376758
4802 0 3254507
4803 0 3200866
4804 0 3073461
4805 0 3059770
4806 0 2995740
4807 0 3061122
4808 0 3082666
4809 0 413040
4809 1 413040
4809 2 413040
4809 3 413040
4809 4 413040
4809 5 413040
4809 6 413040
4809 7 413040
4810 0 412640
4810 1 412640
4810 2 412640
4810 3 412640
4810 4 412640
4810 5 412640
4810 6 412640
4810 7 412640
4811 0 413392
4811 1 413392
4811 2 413392
4811 3 413392
4811 4 413392
4811 5 413392
4811 6 413392
4811 7 413392
4812 0 412921
4812 1 412921
4812 2 412921
4812 3 412921
4812 4 412921
4812 5 412921
4812 6 412921
4812 7 412921
4813 0 412924
4813 1 412924
4813 2 412924
4813 3 412924
4813 4 412924
4813 5 412924
4813 6 412924
4813 7 412924
4814 0 413643
4814 1 413643
4814 2 413643
4814 3 413643
4814 4 413643
4814 5 413643
4814 6 413643
4814 7 413643
4815 0 413021
4815 1 413021
4815 2 413021
4815 3 413021
4815 4 413021
4815 5 413021
4815 6 413021
4815 7 413021
4816 0 412827
4816 1 412827
4816 2 412827
4816 3 412827
4816 4 412827
4816 5 412827
4816 6 412827
4816 7 412827
4817 0 412756
4817 1 412756
4817 2 412756
4817 3 412756
4817 4 412756
4817 5 412756
4817 6 412756
4817 7 412756
4818 0 413261
4818 1 413261
4818 2 413261
4818 3 413261
4818 4 413261
4818 5 413261
4818 6 413261
4818 7 413261
4819 0 412980
4819 1 412980
4819 2 412980
4819 3 412980
4819 4 412980
4819 5 412980
4819 6 412980
4819 7 412980
4820 0 413198
4820 1 413198
4820 2 413198
4820 3 413198
4820 4 413198
4820 5 413198
4820 6 413198
4820 7 413198
4821 0 412918
4821 1 412918
4821 2 412918
4821 3 412918
4821 4 412918
4821 5 412918
4821 6 412918
4821 7 412918
4822 0 412948
4822 1 412948
4822 2 412948
4822 3 412948
4822 4 412948
4822 5 412948
4822 6 412948
4822 7 412948
4823 0 413053
4823 1 413053
4823 2 413053
4823 3 413053
4823 4 413053
4823 5 413053
4823 6 413053
4823 7 413053
4824 0 412852
4824 1 412852
4824 2 412852
4824 3 412852
4824 4 412852
4824 5 412852
4824 6 412852
4824 7 412852
4825 0 413447
4825 1 413447
4825 2 413447
4825 3 413447
4825 4 413447
4825 5 413447
4825 6 413447
4825 7 413447
4825 8 413447
4825 9 413447
4825 10 413447
4825 11 413447
4825 12 413447
4825 13 413447
4825 14 413447
4826 0 412912
4826 1 412912
4826 2 412912
4826 3 412912
4826 4 412912
4826 5 412912
4826 6 412912
4826 7 412912
4826 8 412912
4826 9 412912
4826 10 412912
4826 11 412912
4826 12 412912
4826 13 412912
4826 14 412912
4827 0 413033
4827 1 413033
4827 2 413033
4827 3 413033
4827 4 413033
4827 5 413033
4827 6 413033
4827 7 413033
4827 8 413033
4827 9 413033
4827 10 413033
4827 11 413033
4827 12 413033
4827 13 413033
4827 14 413033
4828 0 412847
4828 1 412847
4828 2 412847
4828 3 412847
4828 4 412847
4828 5 412847
4828 6 412847
4828 7 412847
4828 8 412847
4828 9 412847
4828 10 412847
4828 11 412847
4828 12 412847
4828 13 412847
4828 14 412847
4829 0 412769
4829 1 412769
4829 2 412769
4829 3 412769
4829 4 412769
4829 5 412769
4829 6 412769
4829 7 412769
4829 8 412769
4829 9 412769
4829 10 412769
4829 11 412769
4829 12 412769
4829 13 412769
4829 14 412769
4830 0 412777
4830 1 412777
4830 2 412777
4830 3 412777
4830 4 412777
4830 5 412777
4830 6 412777
4830 7 412777
4830 8 412777
4830 9 412777
4830 10 412777
4830 11 412777
4830 12 412777
4830 13 412777
4830 14 412777
4831 0 412926
4831 1 412926
4831 2 412926
4831 3 412926
4831 4 412926
4831 5 412926
4831 6 412926
4831 7 412926
4831 8 412926
4831 9 412926
4831 10 412926
4831 11 412926
4831 12 412926
4831 13 412926
4831 14 412926
4832 0 413276
4832 1 413276
4832 2 413276
4832 3 413276
4832 4 413276
4832 5 413276
4832 6 413276
4832 7 413276
4832 8 413276
4832 9 413276
4832 10 413276
4832 11 413276
4832 12 413276
4832 13 413276
4832 14 413276
4833 0 412897
4833 1 412897
4833 2 412897
4833 3 412897
4833 4 412897
4833 5 412897
4833 6 412897
4833 7 412897
4833 8 412897
4833 9 412897
4833 10 412897
4833 11 412897
4833 12 412897
4833 13 412897
4833 14 412897
4834 0 412749
4834 1 412749
4834 2 412749
4834 3 412749
4834 4 412749
4834 5 412749
4834 6 412749
4834 7 412749
4834 8 412749
4834 9 412749
4834 10 412749
4834 11 412749
4834 12 412749
4834 13 412749
4834 14 412749
4835 0 412700
4835 1 412700
4835 2 412700
4835 3 412700
4835 4 412700
4835 5 412700
4835 6 412700
4835 7 412700
4835 8 412700
4835 9 412700
4835 10 412700
4835 11 412700
4835 12 412700
4835 13 412700
4835 14 412700
4835 15 412700
4836 0 219770
4837 0 412877
4837 1 412877
4837 2 412877
4837 3 412877
4837 4 412877
4837 5 412877
4837 6 412877
4837 7 412877
4837 8 412877
4837 9 412877
4837 10 412877
4837 11 412877
4837 12 412877
4837 13 412877
4837 14 412877
4838 0 412711
4838 1 412711
4838 2 412711
4838 3 412711
4838 4 412711
4838 5 412711
4838 6 412711
4838 7 412711
4838 8 412711
4838 9 412711
4838 10 412711
4838 11 412711
4838 12 412711
4838 13 412711
4838 14 412711
4839 0 412657
4839 1 412657
4839 2 412657
4839 3 412657
4839 4 412657
4839 5 412657
4839 6 412657
4839 7 412657
4839 8 412657
4839 9 412657
4839 10 412657
4839 11 412657
4839 12 412657
4839 13 412657
4839 14 412657
4840 0 412909
4840 1 412909
4840 2 412909
4840 3 412909
4840 4 412909
4840 5 412909
4840 6 412909
4840 7 412909
4840 8 412909
4840 9 412909
4840 10 412909
4840 11 412909
4840 12 412909
4840 13 412909
4840 14 412909
4840 15 412909
4841 0 413025
4841 1 413025
4841 2 413025
4841 3 413025
4841 4 413025
4841 5 413025
4841 6 413025
4841 7 413025
4841 8 413025
4841 9 413025
4841 10 413025
4841 11 413025
4841 12 413025
4841 13 413025
4841 14 413025
4842 0 413276
4842 1 413276
4842 2 413276
4842 3 413276
4842 4 413276
4842 5 413276
4842 6 413276
4842 7 413276
4842 8 413276
4842 9 413276
4842 10 413276
4842 11 413276
4842 12 413276
4842 13 413276
4842 14 413276
4842 15 413276
4843 0 412738
4843 1 412738
4843 2 412738
4843 3 412738
4843 4 412738
4843 5 412738
4843 6 412738
4843 7 412738
4843 8 412738
4843 9 412738
4843 10 412738
4843 11 412738
4843 12 412738
4843 13 412738
4843 14 412738
4843 15 412738
4844 0 412797
4844 1 412797
4844 2 412797
4844 3 412797
4844 4 412797
4844 5 412797
4844 6 412797
4844 7 412797
4844 8 412797
4844 9 412797
4844 10 412797
4844 11 412797
4844 12 412797
4844 13 412797
4844 14 412797
4844 15 412797
4845 0 412804
4845 1 412804
4845 2 412804
4845 3 412804
4845 4 412804
4845 5 412804
4845 6 412804
4845 7 412804
4845 8 412804
4845 9 412804
4845 10 412804
4845 11 412804
